date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-09-24,BR_RS_430300,4,0,,,543,5,,
2020-09-24,BR_RS_430310,9,1,,,2652,63,,
2020-09-24,BR_RS_430320,0,0,,,88,0,,
2020-09-24,BR_RS_430330,0,0,,,2,0,,
2020-09-24,BR_RS_430340,0,0,,,50,2,,
2020-09-24,BR_RS_430350,12,0,,,1077,19,,
2020-09-24,BR_RS_430355,0,0,,,40,0,,
2020-09-24,BR_RS_430360,0,0,,,68,0,,
2020-09-24,BR_RS_430367,0,0,,,40,0,,
2020-09-24,BR_RS_430370,0,0,,,34,3,,
2020-09-24,BR_RS_430380,0,0,,,83,2,,
2020-09-24,BR_RS_430390,6,0,,,2169,42,,
2020-09-24,BR_RS_430400,0,0,,,19,1,,
2020-09-24,BR_RS_430410,0,0,,,17,0,,
2020-09-24,BR_RS_430420,-1,0,,,148,3,,
2020-09-24,BR_RS_430430,0,0,,,23,0,,
2020-09-24,BR_RS_430435,1,0,,,82,1,,
2020-09-24,BR_RS_430440,6,1,,,634,21,,
2020-09-24,BR_RS_430450,3,1,,,197,7,,
2020-09-24,BR_RS_430460,48,2,,,6530,260,,
2020-09-24,BR_RS_430461,0,0,,,8,0,,
2020-09-24,BR_RS_430462,-1,0,,,15,1,,
2020-09-24,BR_RS_430463,20,0,,,725,22,,
2020-09-24,BR_RS_430465,0,0,,,3,0,,
2020-09-24,BR_RS_430466,2,0,,,298,7,,
2020-09-24,BR_RS_430467,0,0,,,33,0,,
2020-09-24,BR_RS_430468,0,0,,,49,1,,
2020-09-24,BR_RS_430469,0,0,,,43,0,,
2020-09-24,BR_RS_430470,9,0,,,654,13,,
2020-09-24,BR_RS_430471,0,0,,,96,2,,
2020-09-24,BR_RS_430480,2,0,,,771,12,,
2020-09-24,BR_RS_430485,0,0,,,9,0,,
2020-09-24,BR_RS_430490,1,0,,,272,2,,
2020-09-24,BR_RS_430495,0,0,,,53,4,,
2020-09-24,BR_RS_430500,0,0,,,66,1,,
2020-09-24,BR_RS_430510,185,0,,,8489,127,,
2020-09-24,BR_RS_430511,0,0,,,10,0,,
2020-09-24,BR_RS_430512,-4,0,,,20,0,,
2020-09-24,BR_RS_430513,0,0,,,0,0,,
2020-09-24,BR_RS_430515,0,0,,,7,1,,
2020-09-24,BR_RS_430517,0,0,,,55,3,,
2020-09-24,BR_RS_430520,0,0,,,37,1,,
2020-09-24,BR_RS_430530,0,0,,,39,1,,
2020-09-24,BR_RS_430535,9,0,,,832,15,,
2020-09-24,BR_RS_430537,0,0,,,185,11,,
2020-09-24,BR_RS_430540,0,0,,,60,0,,
2020-09-24,BR_RS_430543,0,0,,,16,0,,
2020-09-24,BR_RS_430544,0,0,,,20,1,,
2020-09-24,BR_RS_430545,0,0,,,176,5,,
2020-09-24,BR_RS_430550,0,0,,,95,4,,
2020-09-24,BR_RS_430558,0,0,,,42,0,,
2020-09-24,BR_RS_430560,2,0,,,71,2,,
2020-09-24,BR_RS_430570,0,0,,,60,2,,
2020-09-24,BR_RS_430580,0,0,,,105,1,,
2020-09-24,BR_RS_430585,0,0,,,12,2,,
2020-09-24,BR_RS_430587,0,0,,,25,0,,
2020-09-24,BR_RS_430590,0,0,,,72,1,,
2020-09-24,BR_RS_430593,0,0,,,12,0,,
2020-09-24,BR_RS_430595,0,0,,,59,0,,
2020-09-24,BR_RS_430597,0,0,,,88,2,,
2020-09-24,BR_RS_430600,1,0,,,80,2,,
2020-09-24,BR_RS_430605,0,0,,,65,2,,
2020-09-24,BR_RS_430607,0,0,,,17,0,,
2020-09-24,BR_RS_430610,7,0,,,1043,19,,
2020-09-24,BR_RS_430613,0,0,,,35,1,,
2020-09-24,BR_RS_430620,8,0,,,207,5,,
2020-09-24,BR_RS_430630,1,0,,,117,1,,
2020-09-24,BR_RS_430632,0,0,,,69,0,,
2020-09-24,BR_RS_430635,0,0,,,10,1,,
2020-09-24,BR_RS_430637,0,0,,,11,1,,
2020-09-24,BR_RS_430640,2,0,,,520,9,,
2020-09-24,BR_RS_430642,0,0,,,13,0,,
2020-09-24,BR_RS_430645,0,0,,,62,0,,
2020-09-24,BR_RS_430650,0,0,,,81,3,,
2020-09-24,BR_RS_430655,0,0,,,7,1,,
2020-09-24,BR_RS_430660,1,0,,,136,3,,
2020-09-24,BR_RS_430670,0,0,,,12,1,,
2020-09-24,BR_RS_430673,0,0,,,24,5,,
2020-09-24,BR_RS_430675,1,0,,,36,0,,
2020-09-24,BR_RS_430676,22,0,,,987,22,,
2020-09-24,BR_RS_430680,5,0,,,485,10,,
2020-09-24,BR_RS_430690,0,0,,,144,3,,
2020-09-24,BR_RS_430692,0,0,,,11,0,,
2020-09-24,BR_RS_430693,1,0,,,168,0,,
2020-09-24,BR_RS_430695,1,0,,,52,2,,
2020-09-24,BR_RS_430697,0,0,,,39,0,,
2020-09-24,BR_RS_430700,9,1,,,2220,16,,
2020-09-24,BR_RS_430705,0,0,,,20,1,,
2020-09-24,BR_RS_430710,0,0,,,62,2,,
2020-09-24,BR_RS_430720,0,0,,,37,0,,
2020-09-24,BR_RS_430730,0,0,,,12,0,,
2020-09-24,BR_RS_430740,0,0,,,5,1,,
2020-09-24,BR_RS_430745,0,0,,,91,6,,
2020-09-24,BR_RS_430750,12,0,,,409,6,,
2020-09-24,BR_RS_430755,0,0,,,60,1,,
2020-09-24,BR_RS_430760,3,0,,,1031,29,,
2020-09-24,BR_RS_430770,24,0,,,2159,72,,
2020-09-24,BR_RS_430780,10,0,,,586,7,,
2020-09-24,BR_RS_430783,0,0,,,2,0,,
2020-09-24,BR_RS_430786,0,0,,,11,0,,
2020-09-24,BR_RS_430790,30,0,,,1647,14,,
2020-09-24,BR_RS_430800,0,0,,,26,0,,
2020-09-24,BR_RS_430805,1,0,,,59,0,,
2020-09-24,BR_RS_430807,0,0,,,83,2,,
2020-09-24,BR_RS_430810,0,0,,,274,3,,
2020-09-24,BR_RS_430820,1,0,,,522,2,,
2020-09-24,BR_RS_430825,0,0,,,27,0,,
2020-09-24,BR_RS_430830,1,0,,,124,3,,
2020-09-24,BR_RS_430840,1,0,,,127,0,,
2020-09-24,BR_RS_430843,0,0,,,5,0,,
2020-09-24,BR_RS_430845,-1,0,,,117,1,,
2020-09-24,BR_RS_430850,8,0,,,658,11,,
2020-09-24,BR_RS_430860,6,0,,,1192,11,,
2020-09-24,BR_RS_430865,0,0,,,0,0,,
2020-09-24,BR_RS_430870,0,0,,,82,0,,
2020-09-24,BR_RS_430880,1,0,,,141,6,,
2020-09-24,BR_RS_430885,0,0,,,26,0,,
2020-09-24,BR_RS_430890,1,1,,,139,3,,
2020-09-24,BR_RS_430900,2,0,,,146,5,,
2020-09-24,BR_RS_430905,3,0,,,141,3,,
2020-09-24,BR_RS_430910,19,0,,,1046,24,,
2020-09-24,BR_RS_430912,0,0,,,37,0,,
2020-09-24,BR_RS_430915,0,0,,,2,0,,
2020-09-24,BR_RS_430920,30,0,,,4067,123,,
2020-09-24,BR_RS_430925,0,0,,,115,0,,
2020-09-24,BR_RS_430930,4,1,,,1121,45,,
2020-09-24,BR_RS_430940,16,0,,,779,8,,
2020-09-24,BR_RS_430950,0,0,,,15,1,,
2020-09-24,BR_RS_430955,2,0,,,110,4,,
2020-09-24,BR_RS_430957,0,0,,,6,0,,
2020-09-24,BR_RS_430960,1,0,,,93,2,,
2020-09-24,BR_RS_430965,0,0,,,39,1,,
2020-09-24,BR_RS_430970,0,0,,,29,0,,
2020-09-24,BR_RS_430975,0,0,,,2,0,,
2020-09-24,BR_RS_430980,0,0,,,132,3,,
2020-09-24,BR_RS_430990,0,0,,,220,10,,
2020-09-24,BR_RS_430995,2,0,,,61,3,,
2020-09-24,BR_RS_431000,17,0,,,1071,16,,
2020-09-24,BR_RS_431010,11,1,,,638,21,,
2020-09-24,BR_RS_431020,9,0,,,1128,18,,
2020-09-24,BR_RS_431030,0,0,,,12,0,,
2020-09-24,BR_RS_431033,-2,0,,,282,13,,
2020-09-24,BR_RS_431036,0,0,,,48,0,,
2020-09-24,BR_RS_431040,0,0,,,44,1,,
2020-09-24,BR_RS_431041,0,0,,,38,1,,
2020-09-24,BR_RS_431043,-1,0,,,115,1,,
2020-09-24,BR_RS_431046,0,0,,,2,0,,
2020-09-24,BR_RS_431050,2,0,,,43,1,,
2020-09-24,BR_RS_431053,1,0,,,75,2,,
2020-09-24,BR_RS_431055,0,0,,,24,3,,
2020-09-24,BR_RS_431057,0,0,,,29,1,,
2020-09-24,BR_RS_431060,19,0,,,468,5,,
2020-09-24,BR_RS_431065,0,0,,,23,1,,
2020-09-24,BR_RS_431070,0,0,,,25,0,,
2020-09-24,BR_RS_431075,0,0,,,4,0,,
2020-09-24,BR_RS_431080,2,0,,,406,3,,
2020-09-24,BR_RS_431085,0,0,,,15,0,,
2020-09-24,BR_RS_431087,0,0,,,11,0,,
2020-09-24,BR_RS_431090,1,0,,,52,0,,
2020-09-24,BR_RS_431100,0,0,,,159,3,,
2020-09-24,BR_RS_431110,1,0,,,46,4,,
2020-09-24,BR_RS_431112,0,0,,,28,2,,
2020-09-24,BR_RS_431113,0,0,,,7,1,,
2020-09-24,BR_RS_431115,0,0,,,15,0,,
2020-09-24,BR_RS_431120,5,0,,,163,1,,
2020-09-24,BR_RS_431123,0,0,,,2,0,,
2020-09-24,BR_RS_431125,0,0,,,7,1,,
2020-09-24,BR_RS_431127,0,0,,,10,0,,
2020-09-24,BR_RS_431130,6,0,,,380,6,,
2020-09-24,BR_RS_431140,38,0,,,3313,41,,
2020-09-24,BR_RS_431142,0,0,,,66,3,,
2020-09-24,BR_RS_431150,1,0,,,43,1,,
2020-09-24,BR_RS_431160,0,0,,,41,1,,
2020-09-24,BR_RS_431162,0,0,,,120,3,,
2020-09-24,BR_RS_431164,0,0,,,31,0,,
2020-09-24,BR_RS_431170,2,0,,,179,2,,
2020-09-24,BR_RS_431171,0,0,,,22,0,,
2020-09-24,BR_RS_431173,0,0,,,90,0,,
2020-09-24,BR_RS_431175,0,0,,,38,1,,
2020-09-24,BR_RS_431177,0,0,,,71,4,,
2020-09-24,BR_RS_431179,0,0,,,26,0,,
2020-09-24,BR_RS_431180,4,0,,,1912,26,,
2020-09-24,BR_RS_431190,0,0,,,44,0,,
2020-09-24,BR_RS_431198,0,0,,,15,2,,
2020-09-24,BR_RS_431200,0,0,,,27,0,,
2020-09-24,BR_RS_431205,0,0,,,40,2,,
2020-09-24,BR_RS_431210,0,0,,,3,0,,
2020-09-24,BR_RS_431213,0,0,,,60,2,,
2020-09-24,BR_RS_431215,0,0,,,90,0,,
2020-09-24,BR_RS_431217,0,0,,,6,1,,
2020-09-24,BR_RS_431220,-2,0,,,111,0,,
2020-09-24,BR_RS_431225,0,0,,,39,0,,
2020-09-24,BR_RS_431230,0,0,,,63,3,,
2020-09-24,BR_RS_431235,0,0,,,121,3,,
2020-09-24,BR_RS_431237,0,0,,,24,1,,
2020-09-24,BR_RS_431238,1,0,,,58,3,,
2020-09-24,BR_RS_431240,7,0,,,975,17,,
2020-09-24,BR_RS_431242,0,0,,,30,1,,
2020-09-24,BR_RS_431244,0,0,,,43,0,,
2020-09-24,BR_RS_431245,0,0,,,27,1,,
2020-09-24,BR_RS_431247,0,0,,,76,1,,
2020-09-24,BR_RS_431250,0,0,,,85,2,,
2020-09-24,BR_RS_431260,4,0,,,246,5,,
2020-09-24,BR_RS_431261,0,0,,,5,0,,
2020-09-24,BR_RS_431262,0,0,,,45,0,,
2020-09-24,BR_RS_431265,2,0,,,275,4,,
2020-09-24,BR_RS_431267,0,0,,,5,2,,
2020-09-24,BR_RS_431270,3,0,,,323,4,,
2020-09-24,BR_RS_431275,0,0,,,140,2,,
2020-09-24,BR_RS_431280,4,0,,,590,3,,
2020-09-24,BR_RS_431290,8,0,,,415,4,,
2020-09-24,BR_RS_431295,1,0,,,7,0,,
2020-09-24,BR_RS_431300,0,0,,,46,0,,
2020-09-24,BR_RS_431301,0,0,,,20,0,,
2020-09-24,BR_RS_431303,15,0,,,16,1,,
2020-09-24,BR_RS_431306,5,0,,,265,4,,
2020-09-24,BR_RS_431308,0,0,,,24,0,,
2020-09-24,BR_RS_431310,0,0,,,7,1,,
2020-09-24,BR_RS_431320,3,0,,,393,1,,
2020-09-24,BR_RS_431330,7,0,,,563,5,,
2020-09-24,BR_RS_431333,0,0,,,14,0,,
2020-09-24,BR_RS_431335,0,0,,,37,0,,
2020-09-24,BR_RS_431337,6,0,,,440,11,,
2020-09-24,BR_RS_431339,0,0,,,22,0,,
2020-09-24,BR_RS_431340,76,1,,,5577,162,,
2020-09-24,BR_RS_431342,0,0,,,11,0,,
2020-09-24,BR_RS_431344,0,0,,,1,0,,
2020-09-24,BR_RS_431346,1,0,,,6,1,,
2020-09-24,BR_RS_431349,0,0,,,169,4,,
2020-09-24,BR_RS_431350,1,0,,,1876,28,,
2020-09-24,BR_RS_431360,3,0,,,124,1,,
2020-09-24,BR_RS_431365,0,0,,,95,3,,
2020-09-24,BR_RS_431370,0,0,,,541,9,,
2020-09-24,BR_RS_431380,0,0,,,58,2,,
2020-09-24,BR_RS_431390,-2,0,,,139,2,,
2020-09-24,BR_RS_431395,0,0,,,153,0,,
2020-09-24,BR_RS_431400,-1,0,,,395,5,,
2020-09-24,BR_RS_431402,0,0,,,7,0,,
2020-09-24,BR_RS_431403,1,0,,,43,1,,
2020-09-24,BR_RS_431405,6,0,,,1436,37,,
2020-09-24,BR_RS_431406,0,0,,,25,2,,
2020-09-24,BR_RS_431407,0,0,,,42,1,,
2020-09-24,BR_RS_431410,24,-1,,,7062,154,,
2020-09-24,BR_RS_431413,0,0,,,58,0,,
2020-09-24,BR_RS_431415,2,0,,,161,4,,
2020-09-24,BR_RS_431417,0,0,,,1,0,,
2020-09-24,BR_RS_431420,0,0,,,86,5,,
2020-09-24,BR_RS_431430,0,0,,,36,1,,
2020-09-24,BR_RS_431440,70,0,,,3711,117,,
2020-09-24,BR_RS_431442,-1,0,,,34,2,,
2020-09-24,BR_RS_431445,0,0,,,39,0,,
2020-09-24,BR_RS_431446,0,0,,,1,0,,
2020-09-24,BR_RS_431447,0,0,,,1,0,,
2020-09-24,BR_RS_431449,0,0,,,71,2,,
2020-09-24,BR_RS_431450,0,0,,,90,5,,
2020-09-24,BR_RS_431454,0,0,,,23,2,,
2020-09-24,BR_RS_431455,0,0,,,8,1,,
2020-09-24,BR_RS_431460,0,0,,,50,1,,
2020-09-24,BR_RS_431470,0,0,,,78,2,,
2020-09-24,BR_RS_431475,0,0,,,79,0,,
2020-09-24,BR_RS_431477,0,0,,,35,1,,
2020-09-24,BR_RS_431478,0,0,,,39,0,,
2020-09-24,BR_RS_431480,13,1,,,448,11,,
2020-09-24,BR_RS_431490,372,2,,,25156,960,,
2020-09-24,BR_RS_431500,1,0,,,40,0,,
2020-09-24,BR_RS_431505,0,0,,,9,0,,
2020-09-24,BR_RS_431507,0,0,,,15,0,,
2020-09-24,BR_RS_431510,0,0,,,214,1,,
2020-09-24,BR_RS_431513,0,0,,,13,3,,
2020-09-24,BR_RS_431514,1,0,,,81,0,,
2020-09-24,BR_RS_431515,0,0,,,45,0,,
2020-09-24,BR_RS_431517,-1,0,,,40,1,,
2020-09-24,BR_RS_431520,0,0,,,8,0,,
2020-09-24,BR_RS_431530,0,0,,,44,3,,
2020-09-24,BR_RS_431531,0,0,,,17,1,,
2020-09-24,BR_RS_431532,0,0,,,34,1,,
2020-09-24,BR_RS_431535,1,0,,,62,0,,
2020-09-24,BR_RS_431540,-1,0,,,131,2,,
2020-09-24,BR_RS_431545,0,0,,,7,0,,
2020-09-24,BR_RS_431550,1,0,,,95,3,,
2020-09-24,BR_RS_431555,0,0,,,40,0,,
2020-09-24,BR_RS_431560,21,2,,,4248,117,,
2020-09-24,BR_RS_431570,1,0,,,388,14,,
2020-09-24,BR_RS_431575,0,0,,,76,0,,
2020-09-24,BR_RS_431580,0,0,,,180,7,,
2020-09-24,BR_RS_431590,0,0,,,34,0,,
2020-09-24,BR_RS_431595,0,0,,,5,0,,
2020-09-24,BR_RS_431600,6,0,,,525,5,,
2020-09-24,BR_RS_431610,0,0,,,155,3,,
2020-09-24,BR_RS_431620,0,0,,,41,0,,
2020-09-24,BR_RS_431630,1,0,,,42,1,,
2020-09-24,BR_RS_431640,-1,0,,,281,2,,
2020-09-24,BR_RS_431642,1,0,,,66,1,,
2020-09-24,BR_RS_431643,0,0,,,44,4,,
2020-09-24,BR_RS_431645,1,0,,,94,0,,
2020-09-24,BR_RS_431647,-1,0,,,15,0,,
2020-09-24,BR_RS_431650,1,0,,,64,0,,
2020-09-24,BR_RS_431660,-1,0,,,391,5,,
2020-09-24,BR_RS_431670,2,0,,,95,3,,
2020-09-24,BR_RS_431673,0,0,,,139,0,,
2020-09-24,BR_RS_431675,1,1,,,53,1,,
2020-09-24,BR_RS_431680,10,0,,,1149,9,,
2020-09-24,BR_RS_431690,34,1,,,3825,59,,
2020-09-24,BR_RS_431695,0,0,,,76,3,,
2020-09-24,BR_RS_431697,0,0,,,21,0,,
2020-09-24,BR_RS_431700,0,0,,,18,1,,
2020-09-24,BR_RS_431710,2,0,,,507,4,,
2020-09-24,BR_RS_431720,12,0,,,1416,28,,
2020-09-24,BR_RS_431725,-1,0,,,24,2,,
2020-09-24,BR_RS_431730,0,0,,,271,3,,
2020-09-24,BR_RS_431740,0,0,,,387,6,,
2020-09-24,BR_RS_431750,97,1,,,845,24,,
2020-09-24,BR_RS_431755,0,0,,,36,0,,
2020-09-24,BR_RS_431760,6,0,,,530,31,,
2020-09-24,BR_RS_431770,0,0,,,41,4,,
2020-09-24,BR_RS_431775,0,0,,,26,0,,
2020-09-24,BR_RS_431780,0,0,,,62,2,,
2020-09-24,BR_RS_431790,1,0,,,85,0,,
2020-09-24,BR_RS_431795,0,0,,,34,1,,
2020-09-24,BR_RS_431800,14,1,,,774,21,,
2020-09-24,BR_RS_431805,1,0,,,77,1,,
2020-09-24,BR_RS_431810,1,0,,,71,2,,
2020-09-24,BR_RS_431820,0,0,,,96,4,,
2020-09-24,BR_RS_431830,6,0,,,948,26,,
2020-09-24,BR_RS_431840,12,0,,,295,19,,
2020-09-24,BR_RS_431842,-1,0,,,94,3,,
2020-09-24,BR_RS_431843,5,0,,,8,0,,
2020-09-24,BR_RS_431844,0,0,,,135,4,,
2020-09-24,BR_RS_431845,0,0,,,49,0,,
2020-09-24,BR_RS_431846,0,0,,,37,0,,
2020-09-24,BR_RS_431848,3,0,,,75,2,,
2020-09-24,BR_RS_431849,2,0,,,110,1,,
2020-09-24,BR_RS_431850,-1,0,,,412,10,,
2020-09-24,BR_RS_431860,2,0,,,86,0,,
2020-09-24,BR_RS_431861,1,0,,,32,2,,
2020-09-24,BR_RS_431862,0,0,,,33,3,,
2020-09-24,BR_RS_431870,32,2,,,5677,137,,
2020-09-24,BR_RS_431880,3,0,,,244,8,,
2020-09-24,BR_RS_431890,1,0,,,274,9,,
2020-09-24,BR_RS_431900,-1,0,,,357,3,,
2020-09-24,BR_RS_431910,0,0,,,111,1,,
2020-09-24,BR_RS_431912,0,0,,,20,0,,
2020-09-24,BR_RS_431915,0,0,,,35,1,,
2020-09-24,BR_RS_431920,0,0,,,4,0,,
2020-09-24,BR_RS_431930,0,0,,,26,1,,
2020-09-24,BR_RS_431935,0,0,,,40,0,,
2020-09-24,BR_RS_431936,0,0,,,26,0,,
2020-09-24,BR_RS_431937,0,0,,,17,0,,
2020-09-24,BR_RS_431940,5,0,,,84,1,,
2020-09-24,BR_RS_431950,3,0,,,424,6,,
2020-09-24,BR_RS_431960,8,0,,,170,2,,
2020-09-24,BR_RS_431970,0,0,,,53,1,,
2020-09-24,BR_RS_431971,0,0,,,30,0,,
2020-09-24,BR_RS_431973,0,0,,,4,0,,
2020-09-24,BR_RS_431975,0,0,,,28,2,,
2020-09-24,BR_RS_431980,0,0,,,5,2,,
2020-09-24,BR_RS_431990,0,1,,,1976,45,,
2020-09-24,BR_RS_432000,14,0,,,2267,70,,
2020-09-24,BR_RS_432010,1,0,,,644,15,,
2020-09-24,BR_RS_432020,2,0,,,338,2,,
2020-09-24,BR_RS_432023,0,0,,,9,1,,
2020-09-24,BR_RS_432026,0,0,,,11,0,,
2020-09-24,BR_RS_432030,1,0,,,83,1,,
2020-09-24,BR_RS_432032,0,0,,,40,0,,
2020-09-24,BR_RS_432035,0,0,,,25,2,,
2020-09-24,BR_RS_432040,6,0,,,812,2,,
2020-09-24,BR_RS_432045,0,0,,,12,0,,
2020-09-24,BR_RS_432050,0,0,,,68,2,,
2020-09-24,BR_RS_432055,0,0,,,130,1,,
2020-09-24,BR_RS_432057,0,0,,,8,0,,
2020-09-24,BR_RS_432060,0,0,,,34,0,,
2020-09-24,BR_RS_432065,0,0,,,16,0,,
2020-09-24,BR_RS_432067,0,0,,,16,0,,
2020-09-24,BR_RS_432070,0,0,,,38,0,,
2020-09-24,BR_RS_432080,4,0,,,277,5,,
2020-09-24,BR_RS_432085,0,0,,,212,0,,
2020-09-24,BR_RS_432090,4,0,,,576,6,,
2020-09-24,BR_RS_432100,5,1,,,119,6,,
2020-09-24,BR_RS_432110,1,0,,,163,7,,
2020-09-24,BR_RS_432120,6,0,,,780,33,,
2020-09-24,BR_RS_432130,-1,0,,,656,10,,
2020-09-24,BR_RS_432132,0,0,,,25,0,,
2020-09-24,BR_RS_432135,0,0,,,37,1,,
2020-09-24,BR_RS_432140,1,0,,,360,3,,
2020-09-24,BR_RS_432143,-1,0,,,119,3,,
2020-09-24,BR_RS_432145,18,0,,,1036,10,,
2020-09-24,BR_RS_432146,-1,0,,,25,1,,
2020-09-24,BR_RS_432147,0,0,,,33,2,,
2020-09-24,BR_RS_432149,0,0,,,24,0,,
2020-09-24,BR_RS_432150,2,0,,,852,10,,
2020-09-24,BR_RS_432160,0,0,,,577,18,,
2020-09-24,BR_RS_432162,0,0,,,13,2,,
2020-09-24,BR_RS_432163,0,0,,,14,0,,
2020-09-24,BR_RS_432166,2,0,,,285,7,,
2020-09-24,BR_RS_432170,2,1,,,438,22,,
2020-09-24,BR_RS_432180,5,0,,,235,3,,
2020-09-24,BR_RS_432183,0,0,,,64,1,,
2020-09-24,BR_RS_432185,1,0,,,79,2,,
2020-09-24,BR_RS_432190,2,0,,,1009,19,,
2020-09-24,BR_RS_432195,1,0,,,111,2,,
2020-09-24,BR_RS_432200,2,0,,,410,17,,
2020-09-24,BR_RS_432210,0,0,,,44,1,,
2020-09-24,BR_RS_432215,0,0,,,30,3,,
2020-09-24,BR_RS_432218,0,0,,,2,0,,
2020-09-24,BR_RS_432220,3,0,,,73,0,,
2020-09-24,BR_RS_432225,2,0,,,91,0,,
2020-09-24,BR_RS_432230,0,0,,,117,0,,
2020-09-24,BR_RS_432232,0,0,,,24,0,,
2020-09-24,BR_RS_432234,0,0,,,1,0,,
2020-09-24,BR_RS_432235,0,0,,,5,0,,
2020-09-24,BR_RS_432237,0,0,,,6,0,,
2020-09-24,BR_RS_432240,11,0,,,919,14,,
2020-09-24,BR_RS_432250,9,0,,,757,20,,
2020-09-24,BR_RS_432252,-1,0,,,27,2,,
2020-09-24,BR_RS_432253,2,0,,,19,0,,
2020-09-24,BR_RS_432254,0,0,,,100,1,,
2020-09-24,BR_RS_432255,1,0,,,131,0,,
2020-09-24,BR_RS_432260,7,0,,,1385,17,,
2020-09-24,BR_RS_432270,4,0,,,166,6,,
2020-09-24,BR_RS_432280,2,0,,,469,5,,
2020-09-24,BR_RS_432285,0,0,,,77,2,,
2020-09-24,BR_RS_432290,0,0,,,58,1,,
2020-09-24,BR_RS_432300,5,2,,,1621,144,,
2020-09-24,BR_RS_432310,0,0,,,19,1,,
2020-09-24,BR_RS_432320,1,0,,,40,0,,
2020-09-24,BR_RS_432330,0,0,,,106,2,,
2020-09-24,BR_RS_432335,0,0,,,25,0,,
2020-09-24,BR_RS_432340,3,0,,,119,3,,
2020-09-24,BR_RS_432345,0,0,,,53,0,,
2020-09-24,BR_RS_432350,0,0,,,4,0,,
2020-09-24,BR_RS_432360,0,0,,,43,0,,
2020-09-24,BR_RS_432370,0,0,,,49,1,,
2020-09-24,BR_RS_432375,0,0,,,4,0,,
2020-09-24,BR_RS_432377,1,0,,,76,0,,
2020-09-24,BR_RS_432380,3,0,,,101,6,,
2020-09-24,BR_RS_POA,372,2,0,,25156,960,0,
2020-09-24,BR_SC_420005,0,0,,,122,0,,
2020-09-24,BR_SC_420010,4,0,,,335,5,,
2020-09-24,BR_SC_420020,0,0,,,177,5,,
2020-09-24,BR_SC_420030,0,0,,,84,3,,
2020-09-24,BR_SC_420040,2,0,,,131,3,,
2020-09-24,BR_SC_420050,0,0,,,50,0,,
2020-09-24,BR_SC_420055,1,0,,,85,0,,
2020-09-24,BR_SC_420060,0,0,,,153,2,,
2020-09-24,BR_SC_420070,0,0,,,189,1,,
2020-09-24,BR_SC_420075,0,0,,,24,0,,
2020-09-24,BR_SC_420080,0,0,,,31,1,,
2020-09-24,BR_SC_420090,0,0,,,93,0,,
2020-09-24,BR_SC_420100,0,0,,,242,1,,
2020-09-24,BR_SC_420110,0,0,,,55,0,,
2020-09-24,BR_SC_420120,0,0,,,284,11,,
2020-09-24,BR_SC_420125,0,0,,,85,3,,
2020-09-24,BR_SC_420127,0,0,,,74,1,,
2020-09-24,BR_SC_420130,8,2,,,830,15,,
2020-09-24,BR_SC_420140,0,0,,,2049,41,,
2020-09-24,BR_SC_420150,1,0,,,256,5,,
2020-09-24,BR_SC_420160,0,0,,,63,0,,
2020-09-24,BR_SC_420165,1,0,,,50,1,,
2020-09-24,BR_SC_420170,1,0,,,145,2,,
2020-09-24,BR_SC_420180,0,0,,,39,0,,
2020-09-24,BR_SC_420190,0,0,,,73,0,,
2020-09-24,BR_SC_420195,2,0,,,404,6,,
2020-09-24,BR_SC_420200,47,0,,,7138,89,,
2020-09-24,BR_SC_420205,2,1,,,484,7,,
2020-09-24,BR_SC_420207,0,0,,,166,7,,
2020-09-24,BR_SC_420208,0,0,,,10,0,,
2020-09-24,BR_SC_420209,0,0,,,3,0,,
2020-09-24,BR_SC_420210,9,0,,,755,16,,
2020-09-24,BR_SC_420213,0,0,,,6,0,,
2020-09-24,BR_SC_420215,0,0,,,5,0,,
2020-09-24,BR_SC_420220,-1,0,,,147,2,,
2020-09-24,BR_SC_420230,11,0,,,2029,33,,
2020-09-24,BR_SC_420240,55,0,,,11591,151,,
2020-09-24,BR_SC_420243,0,0,,,28,2,,
2020-09-24,BR_SC_420245,1,0,,,1168,8,,
2020-09-24,BR_SC_420250,0,0,,,102,1,,
2020-09-24,BR_SC_420253,0,0,,,91,0,,
2020-09-24,BR_SC_420257,0,0,,,23,1,,
2020-09-24,BR_SC_420260,0,0,,,92,4,,
2020-09-24,BR_SC_420270,1,0,,,158,0,,
2020-09-24,BR_SC_420280,4,0,,,2241,17,,
2020-09-24,BR_SC_420285,0,0,,,51,1,,
2020-09-24,BR_SC_420287,2,0,,,30,0,,
2020-09-24,BR_SC_420290,20,1,,,5547,56,,
2020-09-24,BR_SC_420300,10,0,,,753,21,,
2020-09-24,BR_SC_420310,0,0,,,41,2,,
2020-09-24,BR_SC_420315,0,0,,,9,0,,
2020-09-24,BR_SC_420320,20,0,,,2694,42,,
2020-09-24,BR_SC_420325,2,0,,,12,1,,
2020-09-24,BR_SC_420330,-1,-1,,,167,4,,
2020-09-24,BR_SC_420340,0,0,,,81,1,,
2020-09-24,BR_SC_420350,0,0,,,89,0,,
2020-09-24,BR_SC_420360,6,0,,,1356,16,,
2020-09-24,BR_SC_420370,2,0,,,523,9,,
2020-09-24,BR_SC_420380,5,0,,,541,9,,
